1574.853094,5964.010706
1757.183547,5941.771922
1840.774477,5875.397366
1902.867833,5800.380816
1948.099249,5749.413842
1966.774128,5739.570649
1980.984406,5678.999341
2052.628185,5665.862343
2078.908147,5631.464536
2086.656072,5597.875271
2092.385893,5595.439344
2097.507209,5584.941890
2105.315329,5558.072602
2116.808872,5549.260389
2156.187885,5548.816374
2216.959752,5514.148275
2234.864304,5468.049462
2242.674735,5434.904886
2330.938699,5422.728198
2374.014963,5352.257706
2393.917922,5333.300164
2415.756464,5324.825300
2432.008549,5292.197898
2479.646739,5265.789882
2500.310039,5260.973482
2593.805867,5252.273606
2643.967383,5231.369454
2645.512398,5224.462913
2651.878576,5200.268868
2681.345757,5187.762772
2684.600515,5123.273860
2704.322096,5110.513648
2725.121381,5073.581476
2729.216188,5051.706455
2745.962942,5046.757562
2773.419367,5033.938402
2808.133403,4971.339896
2810.696316,4953.128892
2834.405858,4944.519328
2839.130945,4882.651797
2878.769851,4860.416224
2897.526610,4826.503675
2905.254747,4792.755632
2909.260831,4732.952070
2921.070752,4729.873253
3439.706918,4520.237240
3533.947748,4517.009348
3568.282101,4512.526978
3571.640077,4446.381697
3629.491804,4393.937353
3632.035703,4389.269121
3640.682507,4388.844163
3641.174026,4355.756876
3641.797090,4354.069205
3650.064773,4288.889408
3701.125679,4201.228421
3718.141701,4187.986997
3726.308070,4176.134196
3726.498867,4144.294696
3729.599031,4141.075384
3784.067214,4121.472636
3787.017736,4120.415839
3798.113164,4079.061854
3810.535323,4017.058973
3812.739356,3975.319131
3814.786792,3964.260505
3820.995842,3959.142569
3826.938523,3937.988003
3837.826853,3936.027064
3851.167297,3930.908500
3851.859902,3907.022052
3875.118175,2363.321868
3889.414747,2357.268805
